file_path,line,builtin,tag,sentinel_body,priority,carve_out,axis,param,range
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,454,iter,patterns,"[strict] [iter] n must be > 0",HIGH,false,B,,
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,461,iter,patterns,"[strict] [iter] empty sequence",HIGH,false,B,,
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,533,palindrome,patterns,"[strict] [palindrome] empty sequence",HIGH,false,B,,
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,630,jux,patterns,"[strict] [jux] lambda result has N bars vs source M",HIGH,false,B,,
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,637,jux,patterns,"[strict] [jux] lambda did not return Sequence",HIGH,false,B,,
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,689,superimpose,patterns,"[strict] [superimpose] lambda did not return Sequence",HIGH,false,B,,
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,696,superimpose,patterns,"[strict] [superimpose] lambda result has N bars vs source M",HIGH,false,B,,
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,770,sometimes,patterns,"[strict] [sometimes] probability outside [0.0, 1.0]",HIGH,false,B,,
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,794,sometimes,patterns,"[strict] [sometimes] lambda did not return Sequence",HIGH,false,B,,
flow-lang/StandardLibrary/Patterns/PatternFunctions.cs,859,sparseSeq,patterns,"[strict] [sparseSeq] probability outside [0.0, 1.0]",HIGH,false,B,,
flow-lang/StandardLibrary/Audio/SongRenderer.cs,600,renderSong,render,"[strict] [render] unknown instrument '{name}' — falling back to sine",HIGH,false,B,,
flow-lang/StandardLibrary/Audio/SongRenderer.cs,606,renderSong,render,"[strict] [render] voice pool exhausted",HIGH,false,B,,
flow-lang/Interpreter/ExpressionEvaluator.cs,569,match,match,"[strict] [match] non-exhaustive pattern — falling through to default",HIGH,false,B,,
flow-lang/StandardLibrary/Audio/DSP/GranularFunctions.cs,154,granular,granular,"[strict] [granular] unknown windowing symbol — falling back to #hann",HIGH,false,B,,
flow-lang/StandardLibrary/Audio/DSP/PitchShiftFunctions.cs,196,pitchShift,pitchShift,"[strict] [pitchShift] shift > 12 st advisory",HIGH,false,B,,
flow-lang/StandardLibrary/Audio/DSP/StretchEngine.cs,195,stretch,stretch,"[strict] [stretch] mode=#auto picked N% vocoder / M% psola",HIGH,false,B,,
flow-lang/StandardLibrary/Audio/DSP/StretchFunctions.cs,165,stretch,stretch,"[strict] [stretch] factor clamped to [0.25, 4.0]",HIGH,false,B,,
flow-lang/StandardLibrary/Improv/JamFunctions.cs,178,jam,jam,"[strict] [jam] order clamped to {order}",MED,false,B,,
flow-lang/StandardLibrary/Improv/JamFunctions.cs,208,jam,jam,"[strict] [jam] unknown style — falling back to #jazz",MED,false,B,,
flow-lang/StandardLibrary/Improv/JamFunctions.cs,215,jam,jam,"[strict] [jam] no active key — using {DefaultKey}",MED,false,B,,
flow-lang/StandardLibrary/Improv/JamFunctions.cs,227,jam,jam,"[strict] [jam] length clamped",MED,false,B,,
flow-lang/StandardLibrary/Improv/JamFunctions.cs,248,jam,jam,"[strict] [jam] empty over chord progression",MED,false,B,,
flow-lang/StandardLibrary/Improv/JamFunctions.cs,266,jam,jam,"[strict] [jam] degenerate input — returning empty",MED,false,B,,
flow-lang/StandardLibrary/Improv/JamFunctions.cs,311,jam,jam,"[strict] [jam] key/style mismatch",MED,false,B,,
flow-lang/StandardLibrary/Improv/JamFunctions.cs,383,jam,jam,"[strict] [jam] roulette fallback",MED,false,B,,
flow-lang/StandardLibrary/Improv/JamFunctions.cs,804,jam,jam,"[strict] [jam] style pack missing key",MED,false,B,,
flow-lang/StandardLibrary/Generative/MarkovFunctions.cs,220,markov,markov,"[strict] [markov] empty corpus",MED,false,B,,
flow-lang/StandardLibrary/Generative/MarkovFunctions.cs,229,markov,markov,"[strict] [markov] order clamped to [1, 3]",MED,false,B,,
flow-lang/StandardLibrary/Generative/MarkovFunctions.cs,240,markov,markov,"[strict] [markov] length clamped",MED,false,B,,
flow-lang/StandardLibrary/Generative/MarkovFunctions.cs,252,markov,markov,"[strict] [markov] order clamped to [1, 3]",MED,false,B,,
flow-lang/StandardLibrary/Generative/MarkovFunctions.cs,422,markovGenerate,markov,"[strict] [markov] length clamped",MED,false,B,,
flow-lang/StandardLibrary/Generative/MarkovFunctions.cs,429,markovGenerate,markov,"[strict] [markov] features unsupported",MED,false,B,,
flow-lang/StandardLibrary/Generative/ChaosFunctions.cs,223,lorenz,lorenz,"[strict] [lorenz] degenerate params",MED,false,B,,
flow-lang/StandardLibrary/Generative/ChaosFunctions.cs,288,logistic,logistic,"[strict] [logistic] r clamped to [0, 4]",MED,false,B,,
flow-lang/StandardLibrary/Generative/ChaosFunctions.cs,296,logistic,logistic,"[strict] [logistic] length clamped",MED,false,B,,
flow-lang/StandardLibrary/Generative/ChaosFunctions.cs,331,quantizeToScale,quantizeToScale,"[strict] [quantizeToScale] unknown scale",MED,false,B,,
flow-lang/StandardLibrary/Generative/ChaosFunctions.cs,403,quantizeToScale,quantizeToScale,"[strict] [quantizeToScale] empty series",MED,false,B,,
flow-lang/StandardLibrary/Generative/ChaosFunctions.cs,413,lorenz,lorenz,"[strict] [lorenz] length clamped",MED,false,B,,
flow-lang/StandardLibrary/Generative/ChaosFunctions.cs,439,lorenz,lorenz,"[strict] [lorenz] degenerate params",MED,false,B,,
flow-lang/StandardLibrary/Generative/ChaosFunctions.cs,488,quantizeToScale,quantizeToScale,"[strict] [quantizeToScale] unknown scale",MED,false,B,,
flow-lang/StandardLibrary/Generative/ChaosFunctions.cs,496,quantizeToScale,quantizeToScale,"[strict] [quantizeToScale] empty array — using chromatic",MED,false,B,,
flow-lang/StandardLibrary/Generative/LsystemFunctions.cs,194,lsystem,lsystem,"[strict] [lsystem] iterations clamped to [0, 20]",MED,false,B,,
flow-lang/StandardLibrary/Generative/LsystemFunctions.cs,241,lsystemModel,lsystem,"[strict] [lsystem] axiom empty",MED,false,B,,
flow-lang/StandardLibrary/Generative/LsystemFunctions.cs,260,lsystemModel,lsystem,"[strict] [lsystem] malformed rule",MED,false,B,,
flow-lang/StandardLibrary/Generative/LsystemFunctions.cs,270,lsystemModel,lsystem,"[strict] [lsystem] rule symbol not in alphabet",MED,false,B,,
flow-lang/StandardLibrary/Generative/LsystemFunctions.cs,342,lsystemToSequence,lsystem,"[strict] [lsystemToSequence] mapper returned non-Note",MED,false,B,,
flow-lang/StandardLibrary/Generative/LsystemFunctions.cs,350,lsystemToSequence,lsystem,"[strict] [lsystemToSequence] empty symbols",MED,false,B,,
flow-lang/StandardLibrary/Generative/CellularFunctions.cs,380,cellular,cellular,"[strict] [cellular] width/height clamped to [1, 1024]",MED,false,B,,
flow-lang/StandardLibrary/Generative/CellularFunctions.cs,392,cellular,cellular,"[strict] [cellular] steps clamped",MED,false,B,,
flow-lang/StandardLibrary/Generative/CellularFunctions.cs,400,life,life,"[strict] [life] density out of range",MED,false,B,,
flow-lang/StandardLibrary/Notation/AbcImport.cs,67,abc,abc,"[strict] [abc] could not parse meter — using 4/4",MED,false,B,,
flow-lang/StandardLibrary/Notation/AbcImport.cs,173,abc,abc,"[strict] [abc] unknown key — using Cmajor",MED,false,B,,
flow-lang/StandardLibrary/Notation/AbcImport.cs,241,abc,abc,"[strict] [abc] dropped ornament",MED,false,B,,
flow-lang/StandardLibrary/Notation/AbcImport.cs,257,abc,abc,"[strict] [abc] unknown bar marker",MED,false,B,,
flow-lang/StandardLibrary/Notation/AbcImport.cs,403,abc,abc,"[strict] [abc] could not parse tempo",MED,false,B,,
flow-lang/StandardLibrary/Notation/AbcImport.cs,422,abc,abc,"[strict] [abc] could not parse Q: header",MED,false,B,,
flow-lang/StandardLibrary/Notation/AbcImport.cs,446,abc,abc,"[strict] [abc] malformed tuplet",MED,false,B,,
flow-lang/StandardLibrary/Notation/AbcImport.cs,500,abc,abc,"[strict] [abc] dropped chord symbol",MED,false,B,,
flow-lang/StandardLibrary/Notation/AbcLexer.cs,294,abc,abc,"[strict] [abc] unknown character",MED,false,B,,
flow-lang/StandardLibrary/Notation/MmlImport.cs,57,mml,mml,"[strict] [mml] unknown opcode",MED,false,B,,
flow-lang/StandardLibrary/Notation/MmlImport.cs,103,mml,mml,"[strict] [mml] loop depth > 16",MED,false,B,,
flow-lang/StandardLibrary/Notation/MmlImport.cs,127,mml,mml,"[strict] [mml] FM operator routing ignored",MED,false,B,,
flow-lang/StandardLibrary/Notation/MmlImport.cs,154,mml,mml,"[strict] [mml] drum-bank opcode ignored",MED,false,B,,
flow-lang/StandardLibrary/Notation/MmlImport.cs,292,mml,mml,"[strict] [mml] malformed tempo",MED,false,B,,
flow-lang/StandardLibrary/Network/OscFunctions.cs,350,oscSend,osc,"[strict] [osc] type-tag inference fallback",MED,false,B,,
flow-lang/StandardLibrary/Network/OscFunctions.cs,379,oscBundle,osc,"[strict] [osc] bundle nesting depth > 8",MED,false,B,,
flow-lang/StandardLibrary/Network/OscFunctions.cs,445,oscListen,osc,"[strict] [osc] handler exception",MED,false,B,,
flow-lang/StandardLibrary/Audio/Tuning/ScalaBuiltins.cs,123,loadScala,tuning,"[strict] [tuning] malformed .scl line",MED,false,B,,
flow-lang/StandardLibrary/Harmony/HarmonyFunctions.cs,63,enharmonic,enharmonic,"[strict] [enharmonic] called inside tuning != equalTemperament — ≈21 cent shift",MED,false,B,,
flow-lang/StandardLibrary/Audio/BeatConversionFunctions.cs,68,beatToSec,beat,"[strict] [beat] no active tempo context — using 120 BPM",MED,false,B,,
flow-lang/StandardLibrary/Audio/BeatConversionFunctions.cs,89,secToBeat,beat,"[strict] [beat] no active tempo context — using 120 BPM",MED,false,B,,
flow-lang/StandardLibrary/Audio/EffectsFunctions.cs,417,gain,gain,"[strict] [gain] post-multiplier clipping — samples exceed 1.0",MED,false,B,,
flow-lang/StandardLibrary/Audio/InputFunctions.cs,121,micBuffer,audio-in,"[strict] [audio-in] mic stream attenuated -20 dB on open",LOW,false,B,,
flow-lang/StandardLibrary/Audio/InputFunctions.cs,158,micBuffer,audio-in,"[strict] [audio-in] resampling capture stream from N Hz to 44100 Hz (linear interpolation)",LOW,false,B,,
flow-lang/StandardLibrary/Audio/SampledInstrumentRenderer.cs,121,renderSong,piano,"[strict] [piano] release clamped low",LOW,false,B,,
flow-lang/StandardLibrary/Audio/SampledInstrumentRenderer.cs,127,renderSong,piano,"[strict] [piano] release clamped high",LOW,false,B,,
flow-lang/StandardLibrary/Audio/SampledInstrumentRenderer.cs,168,renderSong,piano,"[strict] [piano] mp_mf missing — falling back to 2-way crossfade",LOW,false,B,,
flow-lang/StandardLibrary/Audio/MidiExport.cs,245,writeMidi,midi,"[strict] [midi] velocity floor applied",LOW,false,B,,
flow-lang/Interpreter/Interpreter.cs,476,live,live,"[live] entering live block — opts OUT of two-run cmp-clean determinism",LOW,true,B,,
flow-lang/StandardLibrary/Improv/StyleRegistry.cs,156,jam,improv,"[improv] user style overrides shipped pack",LOW,true,B,,
flow-lang/StandardLibrary/Improv/StyleRegistry.cs,244,jam,improv,"[improv] style pack failed to load",LOW,true,B,,
flow-lang/StandardLibrary/Improv/StyleRegistry.cs,258,jam,improv,"[improv] style pack discovery skipped",LOW,true,B,,
flow-lang/StandardLibrary/Improv/StyleRegistry.cs,265,jam,improv,"[improv] style pack discovery skipped",LOW,true,B,,
